text,label,generated_label,match,elapsed_time
로또 번호 좀 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.22288
오늘 환율 얼마야?,NO_FUNCTION,NO_FUNCTION,1,0.20356
AI가 세상을 바꿀까?,NO_FUNCTION,NO_FUNCTION,1,0.19977
영화 예매 좀 해줘,NO_FUNCTION,NO_FUNCTION,1,0.19283
피자 주문할 수 있어?,NO_FUNCTION,NO_FUNCTION,1,0.18905
요즘 주식 어때?,NO_FUNCTION,NO_FUNCTION,1,0.18808
드라이버 업데이트 해야 해?,NO_FUNCTION,NO_FUNCTION,1,0.18887
넌 어디서 만들어졌어?,NO_FUNCTION,NO_FUNCTION,1,0.19193
감자랑 고구마 중 뭐가 좋아?,NO_FUNCTION,NO_FUNCTION,1,0.19011
비가 올 것 같아,NO_FUNCTION,NO_FUNCTION,1,0.18827
유튜브 틀어줘,NO_FUNCTION,NO_FUNCTION,1,0.19244
무슨 노래 좋아해?,NO_FUNCTION,NO_FUNCTION,1,0.19345
일기 예보 좀 알려줘,NO_FUNCTION,NO_FUNCTION,1,0.18958
버스 시간 확인해줘,NO_FUNCTION,NO_FUNCTION,1,0.19871
퇴근 시간 언제야?,NO_FUNCTION,NO_FUNCTION,1,0.20274
넌 사람 아니지?,NO_FUNCTION,NO_FUNCTION,1,0.18891
복권 당첨되면 뭐할 거야?,NO_FUNCTION,NO_FUNCTION,1,0.19094
책 추천해줘,NO_FUNCTION,NO_FUNCTION,1,0.18987
누가 대통령이야?,NO_FUNCTION,NO_FUNCTION,1,0.1894
지금 몇 시야?,NO_FUNCTION,NO_FUNCTION,1,0.19155
피곤해 죽겠어,NO_FUNCTION,NO_FUNCTION,1,0.18797
QFN 검사 티칭 모드로 바꿔,"open_teaching_window(""QFN"")
switch_mode(""RUN"")","open_teaching_window(""QFN"")
switch_mode(""SETUP"")
open_settings(""switch_inspection_mode"")",0,0.70798
설정 모드로 바꾸고 BGA 티칭창 열어줘,"switch_mode(""SETUP"")
open_teaching_window(""BGA"")","switch_mode(""SETUP"")
open_teaching_window(""BGA"")",1,0.45389
티칭 열고 레시피 바꿔줘,"open_teaching_window(""LGA"")
open_settings(""change_recipe"")","open_teaching_window(""LGA"")
open_settings(""change_recipe"")",1,0.50736
매핑 카메라 켜고 라이브 화면 확대해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")","toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")",1,0.54997
검사 종료하고 설정에서 검사 OFF로 바꿔,"switch_mode(""SETUP"")
open_settings(""toggle_inspection"")","switch_mode(""SETUP"")
toggle_inspection(""OFF"")",0,0.4293
Top Jig 보정 열고 십자선 표시해,"open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")","open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")",1,0.64631
모든 창 닫고 검사 기록 열어,"close_window()
open_history_window()
","close_window()
open_history_window()",1,0.3454
레시피 바꾸고 이미지 저장 방식도 바꿔줘,"open_settings(""change_recipe"")
switch_mode(""change_image_save_mode"")","open_settings(""change_recipe"")
open_settings(""change_image_save_mode"")",0,0.5691
레시피를 복사하고 검사 ON으로 바꿔줘,"open_settings(""copy_recipe"")
toggle_inspection(""ON"")","open_settings(""copy_recipe"")
open_settings(""toggle_inspection"")",0,0.59334
테이블 정보 입력하고 이미지 저장 방식도 설정해줘,"open_settings(""set_table_info"")
open_settings(""change_image_save_mode"")","open_settings(""set_table_info"")
open_settings(""change_image_save_mode"")",1,0.63971
세팅 카메라 열고 십자선 표시도 해줘,"camera_live_action(""toggle_reticle"")
toggle_camera_live(""Setting X1"", True)","open_settings(""open_camera_settings"")
camera_live_action(""toggle_reticle"")",0,0.65575
모든 창 닫고 모니터링 창 열어줘,"close_window()
open_monitor_window()","close_window()
open_monitor_window()",1,0.33373
검사 모드 셋업으로 바꾸고 검사 다시 시작해줘,"switch_mode(""SETUP"")
switch_mode(""RUN"")","switch_mode(""SETUP"")
switch_mode(""RUN"")",1,0.40077
레시피 바꾸고 자동 삭제 주기도 설정해줘,"open_settings(""change_recipe"")
change_settings(""change_auto_delete_period"")","open_settings(""change_recipe"")
open_settings(""change_auto_delete_period"")",0,0.54064
Mapping 카메라 라이브 끄고 오프셋 표시해줘,"toggle_camera_live(""Mapping"", False)
camera_live_action(""display_offset"")","toggle_camera_live(""Mapping"", False)
camera_live_action(""display_offset"")",1,0.53156
LGA 티칭창 열고 허용 오차 바꿔줘,"open_teaching_window(""LGA"")
open_settings(""change_tolerance"")","open_teaching_window(""LGA"")
change_tolerance()",0,0.47479
조명 설정 창 열고 레시피도 만들거야,"open_light_window()
open_settings(""create_recipe"")","open_light_window()
open_settings(""create_recipe"")",1,0.41754
바코드 카메라 켜고 이미지 저장해,"toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")","toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")",1,0.55694
패드 간격 조정하고 검사시작할거야,"open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")","open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")",1,0.41669
레시피 복사하고 색상도 변경해줘,"open_settings(""copy_recipe"")
open_settings(""change_result_color"")","open_settings(""copy_recipe"")
open_settings(""change_result_color"")",1,0.57422
QFN 티칭창 열고 검사 모드로 전환해줘,"open_teaching_window(""QFN"")
switch_mode(""RUN"")","open_teaching_window(""QFN"")
switch_mode(""RUN"")",1,0.44553
설정 모드로 바꾸고 LGA 티칭창 열어,"switch_mode(""SETUP"")
open_teaching_window(""LGA"")","switch_mode(""SETUP"")
open_teaching_window(""LGA"")",1,0.46204
검사창 닫고 모니터링 창 열어줘,"close_window()
open_monitor_window()","close_window()
open_monitor_window()",1,0.33258
레시피 복사하고 검사 ON으로 바꿔줘,"open_settings(""copy_recipe"")
open_settings(""toggle_inspection"")","open_settings(""copy_recipe"")
toggle_inspection(""ON"")",0,0.54398
바코드 카메라 켜고 이미지 저장해,"toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")","toggle_camera_live(""BarCode"", True)
camera_live_action(""save_image"")",1,0.5967
Mapping 카메라 켜고 확대해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")","toggle_camera_live(""Mapping"", True)
camera_live_action(""zoom_in"")",1,0.54894
검사 모드로 바꾸고 오프셋 표시해줘,"switch_mode(""RUN"")
camera_live_action(""display_offset"")","switch_mode(""RUN"")
toggle_camera_live(""Mapping"", True)
display_offset """"",0,0.5963
설정창 닫고 히스토리 창 열어줘,"close_window()
open_history_window()","close_window()
open_history_window()",1,0.33867
레시피 바꾸고 자동 삭제 주기 설정해,"open_settings(""change_recipe"")
open_settings(""change_auto_delete_period"")","open_settings(""change_recipe"")
open_settings(""change_auto_delete_period"")",1,1.16981
허용 오차 바꾸고 검사 모드로 전환해,"open_settings(""change_tolerance"")
switch_mode(""RUN"")","change_tolerance()
switch_mode(""RUN"")",0,0.57589
조명 설정 창 열고 디바이스 정보 입력해줘,"open_light_window()
open_settings(""set_device_info"")","open_light_window()
open_settings(""set_device_info"")",1,0.6796
Top Jig 보정 열고 십자선 표시해줘,"open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")","open_calibration(""Top Jig Calibration"")
camera_live_action(""toggle_reticle"")",1,0.66177
검사 OFF하고 창 닫아줘,"open_settings(""toggle_inspection"")
close_window()","switch_mode(""SETUP"")
close_window()",0,0.37002
Mapping 카메라 켜고 히스토그램 표시해줘,"toggle_camera_live(""Mapping"", True)
camera_live_action(""show_gray_histogram"")","toggle_camera_live(""Mapping"", True)
camera_live_action(""show_gray_histogram"")",1,0.61655
티칭창 열고 테이블 정보도 입력해,"open_teaching_window(""BGA"")
open_settings(""set_table_info"")","open_teaching_window(""LGA"")
open_settings(""set_table_info"")",0,0.61252
검사 결과 색상 변경하고 창 닫아줘,"open_settings(""change_result_color"")
close_window()","change_result_color("""")
close_window()",0,0.43186
Pad Pitch 보정 열고 검사 모드로 바꿔줘,"open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")","open_calibration(""Pad Pitch Calibration"")
switch_mode(""RUN"")",1,0.42168
바코드 카메라 켜고 그리드 표시해줘,"toggle_camera_live(""BarCode"", True)
camera_live_action(""display_mapping_grid"")","toggle_camera_live(""BarCode"", True)
camera_live_action(""display_mapping_grid"")",1,0.63148
설정창 열고 레시피 삭제해,"open_settings(""delete_recipe"")
close_window()","open_settings(""delete_recipe"")",0,0.30483
LGA 티칭 열고 검사 시작할게,"open_teaching_window(""LGA"")
switch_mode(""RUN"")","open_teaching_window(""LGA"")
switch_mode(""RUN"")",1,0.44161
